"type"	"feature"	"n"	"log_odds_weighted"
"335"	"Ilias Latina_narrative"	"POS_AUX"	16	-0.783803442543854
"336"	"Ilias Latina_narrative"	"POS_CCONJ"	618	0.0867226044723576
"337"	"Ilias Latina_narrative"	"POS_DET"	241	-0.416373866188486
"338"	"Ilias Latina_narrative"	"POS_INTJ"	2	-0.454280034320127
"339"	"Ilias Latina_narrative"	"POS_NOUN"	1707	-0.343433697043491
"340"	"Ilias Latina_narrative"	"POS_PART"	34	-0.514995067836007
"341"	"Ilias Latina_narrative"	"POS_PRON"	139	-0.581446933876503
"342"	"Ilias Latina_narrative"	"POS_PROPN"	558	1.67279432874478
"343"	"Ilias Latina_narrative"	"POS_SCONJ"	91	-0.241168310183066
"344"	"Ilias Latina_narrative"	"POS_VERB"	1346	-0.00713397627745443
"345"	"Ilias Latina_speech"	"MORPH_CASE_ABL"	114	-0.0260035946907399
"346"	"Ilias Latina_speech"	"MORPH_CASE_ACC"	168	-0.0505423442293893
"347"	"Ilias Latina_speech"	"MORPH_CASE_DAT"	21	-0.0370540991608249
"348"	"Ilias Latina_speech"	"MORPH_CASE_GEN"	51	0.0519921301524719
"349"	"Ilias Latina_speech"	"MORPH_CASE_LOC"	0	-0.0229553708419331
"350"	"Ilias Latina_speech"	"MORPH_CASE_NOM"	156	-0.0423807351546637
"351"	"Ilias Latina_speech"	"MORPH_CASE_VOC"	10	0.168141050671889
"352"	"Ilias Latina_speech"	"MORPH_GENDER_FEM"	141	-0.130469318298634
"353"	"Ilias Latina_speech"	"MORPH_GENDER_MASC"	226	0.0354225850751106
"354"	"Ilias Latina_speech"	"MORPH_GENDER_NEUT"	121	-0.0638620283965922
"355"	"Ilias Latina_speech"	"MORPH_MOOD_GDV"	0	-0.0542151829789818
"356"	"Ilias Latina_speech"	"MORPH_MOOD_GER"	0	-0.0496007435754059
"357"	"Ilias Latina_speech"	"MORPH_MOOD_IMP"	24	0.32297959910487
"358"	"Ilias Latina_speech"	"MORPH_MOOD_IND"	97	-0.0503569263398785
"359"	"Ilias Latina_speech"	"MORPH_MOOD_SUB"	31	0.220912629949815
"360"	"Ilias Latina_speech"	"MORPH_NUMBER_PLUR"	199	-0.0780158851165015
"361"	"Ilias Latina_speech"	"MORPH_NUMBER_SING"	473	0.0679012035720334
"362"	"Ilias Latina_speech"	"MORPH_PERSON_1"	40	0.282295771914541
"363"	"Ilias Latina_speech"	"MORPH_PERSON_2"	71	0.569905042183914
"364"	"Ilias Latina_speech"	"MORPH_PERSON_3"	73	-0.159712214444322
"365"	"Ilias Latina_speech"	"MORPH_TENSE_FUT"	21	0.196377566752149
"366"	"Ilias Latina_speech"	"MORPH_TENSE_PAST"	65	-0.0488428348598189
"367"	"Ilias Latina_speech"	"MORPH_TENSE_PQP"	4	-0.00736147874777544
"368"	"Ilias Latina_speech"	"MORPH_TENSE_PRES"	117	-0.00266026331699961
"369"	"Ilias Latina_speech"	"MORPH_VERBFORM_FIN"	152	0.106326876903222
"370"	"Ilias Latina_speech"	"MORPH_VERBFORM_INF"	21	0.0123394067047279
"371"	"Ilias Latina_speech"	"MORPH_VERBFORM_PART"	34	-0.146655746518848
"372"	"Ilias Latina_speech"	"MORPH_VERBFORM_SUP"	0	-0.0189034848642553
"373"	"Ilias Latina_speech"	"MORPH_VOICE_ACT"	147	0.0187603497556448
"374"	"Ilias Latina_speech"	"MORPH_VOICE_PASS"	51	-0.00838457695847953
"375"	"Ilias Latina_speech"	"POS_ADJ"	88	-0.074928319333958
"376"	"Ilias Latina_speech"	"POS_ADP"	40	0.046252215700557
"377"	"Ilias Latina_speech"	"POS_ADV"	47	-0.0195794126376367
"378"	"Ilias Latina_speech"	"POS_AUX"	9	-0.00769311660074709
"379"	"Ilias Latina_speech"	"POS_CCONJ"	52	-0.187434362195732
"380"	"Ilias Latina_speech"	"POS_DET"	64	0.159946144878839
"381"	"Ilias Latina_speech"	"POS_INTJ"	10	0.241916731143945
"382"	"Ilias Latina_speech"	"POS_NOUN"	226	-0.11686709332767
"383"	"Ilias Latina_speech"	"POS_PART"	4	-0.089271211667492
"384"	"Ilias Latina_speech"	"POS_PRON"	54	0.22353131998853
"385"	"Ilias Latina_speech"	"POS_PROPN"	55	0.0586634992015903
"386"	"Ilias Latina_speech"	"POS_SCONJ"	23	0.0857808389699301
"387"	"Ilias Latina_speech"	"POS_VERB"	198	0.0124012565812366
"388"	"Statius_narrative"	"MORPH_CASE_ABL"	5902	0.576631826002358
"389"	"Statius_narrative"	"MORPH_CASE_ACC"	8712	-0.100350871590113
"390"	"Statius_narrative"	"MORPH_CASE_DAT"	1023	-1.58898711373093
"391"	"Statius_narrative"	"MORPH_CASE_GEN"	2035	-0.619500850396684
"392"	"Statius_narrative"	"MORPH_CASE_LOC"	5	-0.554399552421509
"393"	"Statius_narrative"	"MORPH_CASE_NOM"	8720	2.54834814274284
"394"	"Statius_narrative"	"MORPH_CASE_VOC"	69	-2.48773426709315
"395"	"Statius_narrative"	"MORPH_GENDER_FEM"	8499	0.296525656017722
"396"	"Statius_narrative"	"MORPH_GENDER_MASC"	11244	2.75618327903457
"397"	"Statius_narrative"	"MORPH_GENDER_NEUT"	6516	-0.106790376821246
"398"	"Statius_narrative"	"MORPH_MOOD_GDV"	48	-0.473256173875738
"399"	"Statius_narrative"	"MORPH_MOOD_GER"	35	-0.668055537242933
"400"	"Statius_narrative"	"MORPH_MOOD_IMP"	103	-3.97836218400188
"401"	"Statius_narrative"	"MORPH_MOOD_IND"	5244	0.302792789866627
"402"	"Statius_narrative"	"MORPH_MOOD_SUB"	437	-2.98485200055605
"403"	"Statius_narrative"	"MORPH_NUMBER_PLUR"	11458	2.59537418882522
"404"	"Statius_narrative"	"MORPH_NUMBER_SING"	20793	-1.95046049648674
"405"	"Statius_narrative"	"MORPH_PERSON_1"	139	-7.51151116066601
"406"	"Statius_narrative"	"MORPH_PERSON_2"	313	-6.6181648244052
"407"	"Statius_narrative"	"MORPH_PERSON_3"	5531	2.02071479273723
"408"	"Statius_narrative"	"MORPH_TENSE_FUT"	218	-3.31352500310821
"409"	"Statius_narrative"	"MORPH_TENSE_PAST"	3408	-0.721434652111277
"410"	"Statius_narrative"	"MORPH_TENSE_PQP"	207	-0.0222006392497992
"411"	"Statius_narrative"	"MORPH_TENSE_PRES"	5865	0.853779373192236
"412"	"Statius_narrative"	"MORPH_VERBFORM_FIN"	5784	-1.69104742963154
"413"	"Statius_narrative"	"MORPH_VERBFORM_INF"	881	-0.807055987488257
"414"	"Statius_narrative"	"MORPH_VERBFORM_PART"	3033	2.02745837101678
"415"	"Statius_narrative"	"MORPH_VERBFORM_SUP"	11	0.447255292981151
"416"	"Statius_narrative"	"MORPH_VOICE_ACT"	6993	0.463554989456089
"417"	"Statius_narrative"	"MORPH_VOICE_PASS"	2588	0.447740603992323
"418"	"Statius_narrative"	"POS_ADJ"	5644	3.126693808258
"419"	"Statius_narrative"	"POS_ADP"	1449	-1.69696879472203
"420"	"Statius_narrative"	"POS_ADV"	2643	1.59718183086755
"421"	"Statius_narrative"	"POS_AUX"	118	-5.09301319313284
"422"	"Statius_narrative"	"POS_CCONJ"	4622	2.1802165117907
"423"	"Statius_narrative"	"POS_DET"	1775	-2.06688418298776
"424"	"Statius_narrative"	"POS_INTJ"	41	-2.1977143565018
"425"	"Statius_narrative"	"POS_NOUN"	13169	1.6616184077427
"426"	"Statius_narrative"	"POS_PART"	383	-1.23667631959152
"427"	"Statius_narrative"	"POS_PRON"	710	-6.05982977864693
"428"	"Statius_narrative"	"POS_PROPN"	2133	-0.872684982730354
"429"	"Statius_narrative"	"POS_SCONJ"	616	-1.80088332449251
"430"	"Statius_narrative"	"POS_VERB"	9591	0.708061299169131
"431"	"Statius_speech"	"MORPH_CASE_ABL"	3383	-2.8459445925553
"432"	"Statius_speech"	"MORPH_CASE_ACC"	6370	0.999877041710965
"433"	"Statius_speech"	"MORPH_CASE_DAT"	1013	1.70753653153293
"434"	"Statius_speech"	"MORPH_CASE_GEN"	1541	0.426611062832275
"435"	"Statius_speech"	"MORPH_CASE_LOC"	12	0.453875005892256
"436"	"Statius_speech"	"MORPH_CASE_NOM"	5977	1.40449320700325
"437"	"Statius_speech"	"MORPH_CASE_VOC"	235	2.88733529108418
"438"	"Statius_speech"	"MORPH_GENDER_FEM"	5609	-0.983990176871479
"439"	"Statius_speech"	"MORPH_GENDER_MASC"	7605	1.14492060205501
"440"	"Statius_speech"	"MORPH_GENDER_NEUT"	4558	-0.025174354245652
"441"	"Statius_speech"	"MORPH_MOOD_GDV"	56	0.613396319495351
"442"	"Statius_speech"	"MORPH_MOOD_GER"	30	-0.216654582610247
"443"	"Statius_speech"	"MORPH_MOOD_IMP"	459	4.13683439541206
"444"	"Statius_speech"	"MORPH_MOOD_IND"	3055	-2.59813461504416
"445"	"Statius_speech"	"MORPH_MOOD_SUB"	567	1.16452387270135
"446"	"Statius_speech"	"MORPH_NUMBER_PLUR"	7961	1.73355985566724
"447"	"Statius_speech"	"MORPH_NUMBER_SING"	14658	-1.00021228266636
"448"	"Statius_speech"	"MORPH_PERSON_1"	1099	6.23927205097659
"449"	"Statius_speech"	"MORPH_PERSON_2"	1360	7.42707097680572
"450"	"Statius_speech"	"MORPH_PERSON_3"	2427	-5.29144549434396
"451"	"Statius_speech"	"MORPH_TENSE_FUT"	438	2.12608462160096
"452"	"Statius_speech"	"MORPH_TENSE_PAST"	1967	-2.80487217709966
"453"	"Statius_speech"	"MORPH_TENSE_PQP"	67	-1.76508019442901
"454"	"Statius_speech"	"MORPH_TENSE_PRES"	4020	0.286040953488983
"455"	"Statius_speech"	"MORPH_VERBFORM_FIN"	4081	-1.00444453007396
"456"	"Statius_speech"	"MORPH_VERBFORM_INF"	783	1.20429296870044
"457"	"Statius_speech"	"MORPH_VERBFORM_PART"	1628	-1.65823740342532
"458"	"Statius_speech"	"MORPH_VERBFORM_SUP"	6	0.115773602928789
"459"	"Statius_speech"	"MORPH_VOICE_ACT"	4673	-0.511233513956842
"460"	"Statius_speech"	"MORPH_VOICE_PASS"	1628	-0.849413460589345
"461"	"Statius_speech"	"POS_ADJ"	3773	1.43959916357913
"462"	"Statius_speech"	"POS_ADP"	950	-1.69558551140369
"463"	"Statius_speech"	"POS_ADV"	1887	1.42446580406636
"464"	"Statius_speech"	"POS_AUX"	191	-1.95439596892496
"465"	"Statius_speech"	"POS_CCONJ"	2976	0.268925237335214
"466"	"Statius_speech"	"POS_DET"	1621	1.30355443511922
"467"	"Statius_speech"	"POS_INTJ"	171	2.76440290376982
"468"	"Statius_speech"	"POS_NOUN"	8698	-0.350083054865346
"469"	"Statius_speech"	"POS_PART"	435	1.65387787116736
"470"	"Statius_speech"	"POS_PRON"	1404	3.61155834599631
"471"	"Statius_speech"	"POS_PROPN"	1478	-0.689672797915058
"472"	"Statius_speech"	"POS_SCONJ"	542	0.0412961479055748
"473"	"Statius_speech"	"POS_VERB"	6307	-0.861972452761546
"474"	"Silius Italicus_narrative"	"MORPH_CASE_ABL"	8782	6.68894811915984
"475"	"Silius Italicus_narrative"	"MORPH_CASE_ACC"	10953	0.0445076749556056
"476"	"Silius Italicus_narrative"	"MORPH_CASE_DAT"	1395	-0.910071617268372
"477"	"Silius Italicus_narrative"	"MORPH_CASE_GEN"	2976	2.19979087558404
"478"	"Silius Italicus_narrative"	"MORPH_CASE_LOC"	15	0.159899719986457
"479"	"Silius Italicus_narrative"	"MORPH_CASE_NOM"	9789	-1.00853033108942
"480"	"Silius Italicus_narrative"	"MORPH_CASE_VOC"	95	-2.86165198535644
"481"	"Silius Italicus_narrative"	"MORPH_GENDER_FEM"	10622	0.304609854738458
"482"	"Silius Italicus_narrative"	"MORPH_GENDER_MASC"	14068	3.37719399690126
"483"	"Silius Italicus_narrative"	"MORPH_GENDER_NEUT"	8909	2.91357833719611
"484"	"Silius Italicus_narrative"	"MORPH_MOOD_GDV"	71	-0.137719204214251
"485"	"Silius Italicus_narrative"	"MORPH_MOOD_GER"	98	1.59133485068117
"486"	"Silius Italicus_narrative"	"MORPH_MOOD_IMP"	148	-4.57714988875066
"487"	"Silius Italicus_narrative"	"MORPH_MOOD_IND"	5835	-2.91854631295336
"488"	"Silius Italicus_narrative"	"MORPH_MOOD_SUB"	587	-3.19795597648905
"489"	"Silius Italicus_narrative"	"MORPH_NUMBER_PLUR"	13293	-0.213078655566179
"490"	"Silius Italicus_narrative"	"MORPH_NUMBER_SING"	27281	0.670664624558231
"491"	"Silius Italicus_narrative"	"MORPH_PERSON_1"	224	-8.71042292580939
"492"	"Silius Italicus_narrative"	"MORPH_PERSON_2"	425	-7.82606563680492
"493"	"Silius Italicus_narrative"	"MORPH_PERSON_3"	6223	-0.692807438358342
"494"	"Silius Italicus_narrative"	"MORPH_TENSE_FUT"	366	-2.67342001834369
"495"	"Silius Italicus_narrative"	"MORPH_TENSE_PAST"	5114	3.6900840860727
"496"	"Silius Italicus_narrative"	"MORPH_TENSE_PQP"	295	0.756163941728992
"497"	"Silius Italicus_narrative"	"MORPH_TENSE_PRES"	6416	-2.95120615091968
"498"	"Silius Italicus_narrative"	"MORPH_VERBFORM_FIN"	6570	-4.87257738612102
"499"	"Silius Italicus_narrative"	"MORPH_VERBFORM_INF"	1246	0.468095621442411
"500"	"Silius Italicus_narrative"	"MORPH_VERBFORM_PART"	4377	6.06344926293554
"501"	"Silius Italicus_narrative"	"MORPH_VERBFORM_SUP"	15	0.694742315883355
"502"	"Silius Italicus_narrative"	"MORPH_VOICE_ACT"	8391	-0.863431324957326
"503"	"Silius Italicus_narrative"	"MORPH_VOICE_PASS"	3542	2.47648459594897
"504"	"Silius Italicus_narrative"	"POS_ADJ"	6803	2.65289845699735
"505"	"Silius Italicus_narrative"	"POS_ADP"	2212	1.01002096015861
"506"	"Silius Italicus_narrative"	"POS_ADV"	2715	-1.89645767129588
"507"	"Silius Italicus_narrative"	"POS_AUX"	263	-4.5780083487798
"508"	"Silius Italicus_narrative"	"POS_CCONJ"	4906	-1.69611739112894
"509"	"Silius Italicus_narrative"	"POS_DET"	1557	-7.22092264195255
"510"	"Silius Italicus_narrative"	"POS_INTJ"	56	-2.57450417021373
"511"	"Silius Italicus_narrative"	"POS_NOUN"	17208	4.23984598827214
"512"	"Silius Italicus_narrative"	"POS_PART"	523	-0.888603944024376
"513"	"Silius Italicus_narrative"	"POS_PRON"	986	-6.65691571162559
"514"	"Silius Italicus_narrative"	"POS_PROPN"	3063	1.55917345502186
"515"	"Silius Italicus_narrative"	"POS_SCONJ"	854	-1.2776552984394
"516"	"Silius Italicus_narrative"	"POS_VERB"	11920	0.578075434102492
"517"	"Silius Italicus_speech"	"MORPH_CASE_ABL"	3490	-0.294562819745462
"518"	"Silius Italicus_speech"	"MORPH_CASE_ACC"	5532	0.534534571292014
"519"	"Silius Italicus_speech"	"MORPH_CASE_DAT"	941	1.95394108195061
"520"	"Silius Italicus_speech"	"MORPH_CASE_GEN"	1454	1.04303225361143
"521"	"Silius Italicus_speech"	"MORPH_CASE_LOC"	25	1.83074815359597
"522"	"Silius Italicus_speech"	"MORPH_CASE_NOM"	4629	-1.24615838174067
"523"	"Silius Italicus_speech"	"MORPH_CASE_VOC"	165	1.50052125454193
"524"	"Silius Italicus_speech"	"MORPH_GENDER_FEM"	5217	0.106399528945388
"525"	"Silius Italicus_speech"	"MORPH_GENDER_MASC"	6102	-1.08815476002852
"526"	"Silius Italicus_speech"	"MORPH_GENDER_NEUT"	4325	1.2299649942522
"527"	"Silius Italicus_speech"	"MORPH_MOOD_GDV"	66	1.24334918853499
"528"	"Silius Italicus_speech"	"MORPH_MOOD_GER"	44	0.617783218652374
"529"	"Silius Italicus_speech"	"MORPH_MOOD_IMP"	423	3.98850119214707
"530"	"Silius Italicus_speech"	"MORPH_MOOD_IND"	2677	-2.41002985433137
"531"	"Silius Italicus_speech"	"MORPH_MOOD_SUB"	611	2.41702591165165
"532"	"Silius Italicus_speech"	"MORPH_NUMBER_PLUR"	6418	-0.538710020769401
"533"	"Silius Italicus_speech"	"MORPH_NUMBER_SING"	13541	0.618583123248823
"534"	"Silius Italicus_speech"	"MORPH_PERSON_1"	718	2.61367670482766
"535"	"Silius Italicus_speech"	"MORPH_PERSON_2"	1083	5.3350971430108
"536"	"Silius Italicus_speech"	"MORPH_PERSON_3"	2506	-2.98917449199264
"537"	"Silius Italicus_speech"	"MORPH_TENSE_FUT"	515	3.89654180193834
"538"	"Silius Italicus_speech"	"MORPH_TENSE_PAST"	2004	-0.996659838060428
"539"	"Silius Italicus_speech"	"MORPH_TENSE_PQP"	89	-0.889727078961028
"540"	"Silius Italicus_speech"	"MORPH_TENSE_PRES"	3424	-0.31902224365209
"541"	"Silius Italicus_speech"	"MORPH_VERBFORM_FIN"	3711	-0.436938076325553
"542"	"Silius Italicus_speech"	"MORPH_VERBFORM_INF"	663	0.764134253674834
"543"	"Silius Italicus_speech"	"MORPH_VERBFORM_PART"	1658	-0.0702331771126723
"544"	"Silius Italicus_speech"	"MORPH_VERBFORM_SUP"	3	-0.17690544241973
"545"	"Silius Italicus_speech"	"MORPH_VOICE_ACT"	4265	0.106464510820295
"546"	"Silius Italicus_speech"	"MORPH_VOICE_PASS"	1507	-0.300220849580608
"547"	"Silius Italicus_speech"	"POS_ADJ"	2987	-0.375157201177411
"548"	"Silius Italicus_speech"	"POS_ADP"	1099	0.595798206115542
"549"	"Silius Italicus_speech"	"POS_ADV"	1349	-0.886729334748532
"550"	"Silius Italicus_speech"	"POS_AUX"	264	-0.274669219892631
"551"	"Silius Italicus_speech"	"POS_CCONJ"	2057	-2.72337986033388
"552"	"Silius Italicus_speech"	"POS_DET"	1238	-0.255205001329358
"553"	"Silius Italicus_speech"	"POS_INTJ"	150	2.42254238798328
"554"	"Silius Italicus_speech"	"POS_NOUN"	7877	0.293756479801062
"555"	"Silius Italicus_speech"	"POS_PART"	361	1.11523337906389
"556"	"Silius Italicus_speech"	"POS_PRON"	1067	1.69120677230659
"557"	"Silius Italicus_speech"	"POS_PROPN"	1440	0.322239998538445
"558"	"Silius Italicus_speech"	"POS_SCONJ"	535	0.699749585836763
"559"	"Silius Italicus_speech"	"POS_VERB"	5756	-0.108973068649715
"560"	"Virgil_narrative"	"MORPH_CASE_ABL"	6176	2.40429550953295
"561"	"Virgil_narrative"	"MORPH_CASE_ACC"	8809	1.04262254345884
"562"	"Virgil_narrative"	"MORPH_CASE_DAT"	978	-1.73103449339455
"563"	"Virgil_narrative"	"MORPH_CASE_GEN"	1897	-1.21516810808076
"564"	"Virgil_narrative"	"MORPH_CASE_LOC"	13	0.255543572073039
"565"	"Virgil_narrative"	"MORPH_CASE_NOM"	7868	0.118583095481683
"566"	"Virgil_narrative"	"MORPH_CASE_VOC"	69	-2.38588222937595
"567"	"Virgil_narrative"	"MORPH_GENDER_FEM"	8079	-0.466991073147812
"568"	"Virgil_narrative"	"MORPH_GENDER_MASC"	11083	3.0977157640681
"569"	"Virgil_narrative"	"MORPH_GENDER_NEUT"	6289	-0.363755480857366
"570"	"Virgil_narrative"	"MORPH_MOOD_GDV"	18	-1.66032879194677
"571"	"Virgil_narrative"	"MORPH_MOOD_GER"	38	-0.475869732910961
"572"	"Virgil_narrative"	"MORPH_MOOD_IMP"	39	-4.97570535699376
"573"	"Virgil_narrative"	"MORPH_MOOD_IND"	5395	1.59261285750805
"574"	"Virgil_narrative"	"MORPH_MOOD_SUB"	351	-3.84024025040413
"575"	"Virgil_narrative"	"MORPH_NUMBER_PLUR"	10831	1.41422933270714
"576"	"Virgil_narrative"	"MORPH_NUMBER_SING"	20836	-0.491288137652641
"577"	"Virgil_narrative"	"MORPH_PERSON_1"	328	-5.13681224085762
"578"	"Virgil_narrative"	"MORPH_PERSON_2"	181	-7.76413222595218
"579"	"Virgil_narrative"	"MORPH_PERSON_3"	5583	2.85561795500028
"580"	"Virgil_narrative"	"MORPH_TENSE_FUT"	121	-4.649772349709
"581"	"Virgil_narrative"	"MORPH_TENSE_PAST"	3483	0.178246993801067
"582"	"Virgil_narrative"	"MORPH_TENSE_PQP"	182	-0.461265560259662
"583"	"Virgil_narrative"	"MORPH_TENSE_PRES"	5510	-0.0781469969279017
"584"	"Virgil_narrative"	"MORPH_VERBFORM_FIN"	5785	-1.03242283728248
"585"	"Virgil_narrative"	"MORPH_VERBFORM_INF"	709	-2.34582634393739
"586"	"Virgil_narrative"	"MORPH_VERBFORM_PART"	2802	1.01357156268846
"587"	"Virgil_narrative"	"MORPH_VERBFORM_SUP"	11	0.469448255539523
"588"	"Virgil_narrative"	"MORPH_VOICE_ACT"	6586	-0.476442621141235
"589"	"Virgil_narrative"	"MORPH_VOICE_PASS"	2500	0.289020673878317
"590"	"Virgil_narrative"	"POS_ADJ"	5003	0.721648920643275
"591"	"Virgil_narrative"	"POS_ADP"	1877	2.02097762217201
"592"	"Virgil_narrative"	"POS_ADV"	2276	-0.42981849894593
"593"	"Virgil_narrative"	"POS_AUX"	214	-3.48265665527284
"594"	"Virgil_narrative"	"POS_CCONJ"	4586	2.53493789403658
"595"	"Virgil_narrative"	"POS_DET"	1816	-1.40723543291554
"596"	"Virgil_narrative"	"POS_INTJ"	48	-1.90430864593774
"597"	"Virgil_narrative"	"POS_NOUN"	12638	1.00778771589002
"598"	"Virgil_narrative"	"POS_PART"	295	-2.37298871890189
"599"	"Virgil_narrative"	"POS_PRON"	906	-4.07963279994162
"600"	"Virgil_narrative"	"POS_PROPN"	2618	2.81852919405475
"601"	"Virgil_narrative"	"POS_SCONJ"	544	-2.41249534649737
"602"	"Virgil_narrative"	"POS_VERB"	9093	-0.206032170943789
"603"	"Virgil_speech"	"MORPH_CASE_ABL"	2762	-2.59709797453262
"604"	"Virgil_speech"	"MORPH_CASE_ACC"	5430	1.34702599938506
"605"	"Virgil_speech"	"MORPH_CASE_DAT"	920	2.17688937701694
"606"	"Virgil_speech"	"MORPH_CASE_GEN"	1236	0.0391356487986549
"607"	"Virgil_speech"	"MORPH_CASE_LOC"	2	-0.41946854845669
"608"	"Virgil_speech"	"MORPH_CASE_NOM"	4497	-0.620644799917431
"609"	"Virgil_speech"	"MORPH_CASE_VOC"	267	4.2076508889923
"610"	"Virgil_speech"	"MORPH_GENDER_FEM"	4888	0.0345661224574283
"611"	"Virgil_speech"	"MORPH_GENDER_MASC"	5556	-1.64652100447339
"612"	"Virgil_speech"	"MORPH_GENDER_NEUT"	3809	0.0736814412504384
"613"	"Virgil_speech"	"MORPH_MOOD_GDV"	34	-0.0183881474494696
"614"	"Virgil_speech"	"MORPH_MOOD_GER"	26	-0.131180108456055
"615"	"Virgil_speech"	"MORPH_MOOD_IMP"	535	6.23015254057052
"616"	"Virgil_speech"	"MORPH_MOOD_IND"	2628	-1.75069619867663
"617"	"Virgil_speech"	"MORPH_MOOD_SUB"	606	2.67417689738935
"618"	"Virgil_speech"	"MORPH_NUMBER_PLUR"	6374	0.640071108439131
"619"	"Virgil_speech"	"MORPH_NUMBER_SING"	12517	0.0321987693670406
"620"	"Virgil_speech"	"MORPH_PERSON_1"	1136	7.80376071366922
"621"	"Virgil_speech"	"MORPH_PERSON_2"	1348	8.54071525859083
"622"	"Virgil_speech"	"MORPH_PERSON_3"	2148	-3.80311897292743
"623"	"Virgil_speech"	"MORPH_TENSE_FUT"	545	4.62634935322107
"624"	"Virgil_speech"	"MORPH_TENSE_PAST"	1603	-2.52135890442554
"625"	"Virgil_speech"	"MORPH_TENSE_PQP"	68	-1.19549370654418
"626"	"Virgil_speech"	"MORPH_TENSE_PRES"	3277	-0.0421692999281731
"627"	"Virgil_speech"	"MORPH_VERBFORM_FIN"	3769	0.79646384461497
"628"	"Virgil_speech"	"MORPH_VERBFORM_INF"	660	1.10898113481693
"629"	"Virgil_speech"	"MORPH_VERBFORM_PART"	1064	-3.23309577899941
"630"	"Virgil_speech"	"MORPH_VERBFORM_SUP"	6	0.22039918158699
"631"	"Virgil_speech"	"MORPH_VOICE_ACT"	3973	-0.0533423197653677
"632"	"Virgil_speech"	"MORPH_VOICE_PASS"	1204	-1.69415779271107
"633"	"Virgil_speech"	"POS_ADJ"	2528	-1.69626607966439
"634"	"Virgil_speech"	"POS_ADP"	874	-0.730741145139351
"635"	"Virgil_speech"	"POS_ADV"	1255	-0.926838112733207
"636"	"Virgil_speech"	"POS_AUX"	320	0.842455317096504
"637"	"Virgil_speech"	"POS_CCONJ"	2223	-1.06795979941134
"638"	"Virgil_speech"	"POS_DET"	1585	2.82797529439829
"639"	"Virgil_speech"	"POS_INTJ"	146	2.43437001350996
"640"	"Virgil_speech"	"POS_NOUN"	6948	-1.16762904566667
"641"	"Virgil_speech"	"POS_PART"	320	0.755657504585696
"642"	"Virgil_speech"	"POS_PRON"	1569	6.54428409120837
"643"	"Virgil_speech"	"POS_PROPN"	1444	0.93152374483663
"644"	"Virgil_speech"	"POS_SCONJ"	498	0.599626824769243
"645"	"Virgil_speech"	"POS_VERB"	5179	-0.93755331154676
